DeliveryPartnerID,Name,Age,Gender,VehicleType,JoiningDate,City,Rating,CompletedDeliveries,AverageDeliveryTime
633,Girish Mani,28,Male,Car,2022.09.30,Kochi,4.0,875,45.2
634,Arya Agarwal,25,Female,Scooter,2023-06-25,VISAKHAPATNAM,5.0,958,40.5
635,Chakrika Swaminathan,38,Female,Bike,09/09/2023,Vadodara,4.8,487,31.3
636,Rehaan Patla,26,Female,Bike,01/08/2022,Ahmedabad,3.8,736,10.0
637,Dayamai Krishnan,23,Male,Scooter,02/21/2024,Patna,4.3,745,38.8
638,Wishi Sani,18,Female,Bike,12 Sep 2022,Coimbatore,4.9,448,37.0
639,Vyanjana Deep,34,Male,Bike,29 Nov 2023,Indore,4.4,689,39.6
640,Ranbir Atwal,18,Male,Bike,28-01-2025,Pune,3.6,466,41.6
641,Bishakha Thaman,25,Female,Bike,2024-01-17,Hyderabad,4.4,230,33.0
642,Ganga Aurora,27,Male,Bike,05/04/2023,Nagpur,4.1,294,25.3
643,Yahvi Anne,26,Male,Bike,02-04-2023,Coimbatore,4.7,960,26.6
644,Jyoti Bora,31,Male,Bike,14 Feb 2023,Vadodara,3.9,458,42.5
645,Ria Chokshi,27,Female,Bicycle,2023-06-10,Ahmedabad,3.4,252,10.5
646,Tara Vig,26,Female,Bike,2022.04.01,NAGPUR,3.6,885,35.3
647,Saanvi Sharma,25,Female,Car,2022-05-06,Indore,4.2,849,26.3
648,Jagdish Pathak,29,Female,Bike,19-01-2023,hyderabad,4.2,889,41.6
649,Qushi Sunder,24,Male,Scooter,10 Jun 2021,Ludhiana,3.6,1262,33.1
650,Anusha Andra,33,Female,Bike,07/07/2021,Bengaluru,4.1,292,32.9
651,pooja deshmukh,18,Female,Bike,22 Dec 2021,Ludhiana,3.5,411,19.3
652,Bhavini Ahuja,27,Male,Car,2024.04.08,Nashik,3.9,1296,30.6
653,Wazir Kulkarni,26,Female,Scooter,20 May 2024,Ludhiana,4.5,408,30.8
654,Meera Saxena,28,Male,Bicycle,09/09/2024,Indore,4.6,821,35.0
655,Advaith Mall,18,Male,Bike,2021.08.09,Pune,4.5,306,34.1
656,Nimrat Wadhwa,31,Female,Bike,2023-11-19,Coimbatore,4.9,454,46.7
657,Yasti Gaba,32,Female,Bike,07/22/2024,Mumbai,3.9,293,16.3
658,Maanav Bhargava,31,Female,Bike,2022.12.27,Vadodara,4.0,923,27.6
659,Isaiah Sachdeva,23,Male,Bike,03-07-2022,Guwahati,4.4,471,24.8
660,Ronith Lall,32,Male,Bike,11/13/2023,Ahmedabad,4.7,620,40.2
661,URISHILLA BADAMI,37,Male,Scooter,02/16/2024,Mumbai,4.1,294,31.6
662,Dayamai Patel,33,Female,Bicycle,2022.09.10,Bhubaneswar,4.5,1016,22.1
663, Nakul Bhatt  ,19,Female,Bike,21 Dec 2022,Lucknow,3.5,1595,30.5
664,Anusha Vyas,25,Female,Bike,2021-10-08,Surat,3.9,1173,34.1
665,Unnati Ganesan,29,Female,Bicycle,2023.01.16,NAGPUR,4.6,441,37.6
666,Neelima Dhaliwal,25,Male,Scooter,03 Jun 2021,Pune,4.1,280,38.6
667, Balendra Koshy  ,22,Male,Bicycle,06/12/2024,Guwahati,3.6,836,23.5
668,Chaitanya Keer,25,Male,Bike,2025.01.30,Pune,4.2,623,38.9
669,Henry Pai,30,Female,Scooter,27/10/2021,Ahmedabad,4.9,495,23.5
670,Avi Dhaliwal,35,Female,Car,04 Dec 2023,Kochi,4.3,231,49.7
671,Orinder Randhawa,30,Male,Scooter,2024-12-27,Kolkata,4.4,771,36.5
672,Kai Shan,25,Female,Scooter,09/12/2024,Indore,3.8,356,-16.7
673,Zarna Karpe,35,Female,Bike,04 Apr 2023,Chennai,4.1,1061,15.5
674,Januja Mani,28,Female,Bike,10-02-2024,Bengaluru,4.1,389,35.1
675,Simon Bhardwaj,34,Female,Bike,2021.11.14,Pune,4.3,553,47.0
676,Hitesh Sethi,30,Male,Bike,12-12-2023,Visakhapatnam,4.1,222,28.8
677,Udyati Dara,31,Male,Bike,2021.08.12,Nagpur,4.5,734,34.9
678,Rajata Raju,27,Female,Scooter,04 May 2023,Patna,,802,38.1
679,Varenya Solanki,18,Female,Bike,06/12/2022,Nashik,4.1,1093,35.8
680,Nisha Srinivasan,27,Female,Bike,2023-01-26,Pune,3.8,734,34.5
681,Deepa Deo,24,Female,Bicycle,08-06-2023,Chennai,4.0,274,29.0
682,Saanvi Rajagopal,18,Female,Scooter,2022-02-07,Delhi,4.3,353,34.1
683,Kalpit Mitter,20,Female,Bicycle,2024.11.23,Delhi,4.7,523,26.8
684,CHANCHAL HALDER,34,Male,Bike,23/06/2023,Bengaluru,4.6,1300,24.7
685,Akshay Sheth,35,Male,Bike,24-04-2023,Raipur,4.2,246,32.2
686,Udyati Varty,31,Male,Bike,20 Aug 2021,Pune,4.0,548,19.4
687,Yahvi Tella,28,Male,Bike,2022-12-25,Hyderabad,4.4,853,47.7
688,Indali Ratti,33,Female,Bike,04/01/2024,Coimbatore,4.2,533,21.8
689,Yatan Andra,26,Female,Bike,02/11/2021,Surat,4.5,1458,28.1
690,Krisha Sharma,28,Female,Scooter,03 Jan 2025,Bhubaneswar,4.9,233,49.6
691,sarthak padmanabhan,33,Female,Bike,2024.06.20,Ludhiana,4.9,582,48.1
692,Yutika Sawhney,25,Male,Scooter,11/08/2024,Ludhiana,4.0,852,23.7
693,LOHIT BAJWA,21,Female,Bike,02/14/2022,Pune,3.7,326,32.7
694,Lucky Dhingra,27,Male,Scooter,2022.09.27,Patna,4.4,343,23.5
695,Januja Ramachandran,29,Male,Bike,07/15/2022,Kolkata,4.4,420,22.8
696,Daksh Sodhi,18,Female,Bike,2021-11-15,Chennai,4.2,466,29.1
697,Vasatika Balan,20,Male,Scooter,2023.11.10,Patna,4.2,602,32.9
698,Simon Datta,36,Male,Bike,02-01-2025,surat,3.8,867,37.1
699,Darika Ramachandran,22,Female,Bike,12/18/2024,Baroda,4.1,310,15.3
700,Aradhana Sastry,38,Female,Bike,2021-10-15,Ludhiana,4.8,262,46.8
701,Nirja Bhatia,29,Female,Scooter,16/03/2022,Nashik,4.1,320,28.6
702,Krishna Sahota,25,Male,Bike,22 Sep 2021,Nashik,4.7,639,20.5
703,Vritti Sunder,35,Female,Scooter,10 Jul 2021,Coimbatore,4.6,1106,39.6
704,Ayushman Misra,33,Male,Scooter,03-08-2022,Hyderabad,4.9,272,20.2
705,Chasmum Sahota,20,Male,Bike,03-07-2021,Coimbatore,3.8,550,36.3
706,Vritti Koshy,28,Female,Bike,03/20/2025,coimbatore,4.9,401,36.2
707,Zaitra Sagar,31,Male,Scooter,26/10/2021,Bengaluru,3.6,1234,48.6
708,Samaksh Oak,18,Male,Bike,26 Sep 2021,Ahmedabad,3.7,151,38.3
709,Amara Vig,37,Female,Scooter,10 Mar 2022,Pune,4.5,457,20.5
710,George Kanda,26,Female,Bike,17 Sep 2024,Visakhapatnam,4.6,544,19.0
711,Omisha Manda,28,Male,Bike,2022.07.18,Pune,4.1,926,36.0
712,Turvi Bajaj,35,Male,Bike,2024-07-30,Visakhapatnam,4.2,431,45.7
713,Gautami Bawa,44,Female,Bike,14 Jul 2022,Visakhapatnam,3.5,177,42.9
714,Zilmil Sehgal,22,Female,Bicycle,03/03/2022,Kochi,4.4,150,32.1
715,Barkha Konda,19,Female,Scooter,04/15/2024,Kolkata,,1214,31.3
716,Dalbir Pathak,26,Male,Bike,08/08/2021,Nagpur,4.7,826,42.2
717,Chaaya Lall,25,Female,Bike,05/26/2024,Vadodara,4.3,1211,19.2
718,Watika Sant,21,Male,Scooter,2024-09-07,Delhi,4.2,861,28.8
719,Ethan Sethi,34,Male,Bike,2021-06-14,Chandigarh,4.4,416,42.3
720,Chaman Kar,24,Male,Bicycle,08 Nov 2022,Indore,4.0,1038,21.7
721,Nachiket Varghese,30,Female,Scooter,04/23/2024,Ludhiana,4.3,607,27.3
722,Xavier Konda,22,Female,Bike,2023-08-28,Lucknow,3.8,246,19.6
723,Fariq Chanda,32,Male,Scooter,2022.10.03,Guwahati,4.2,281,47.8
724,leena sharaf,29,Male,Bike,03/22/2024,Ludhiana,4.4,251,38.2
725,Bakhshi Sachdev,28,Male,Bike,2023.05.19,Visakhapatnam,3.9,1015,38.5
726,Qadim Mohanty,22,Female,Bike,09-02-2025,Jaipur,4.0,583,22.9
727,Bahadurjit Tara,29,Male,Bike,06-11-2022,Mumbai,3.7,302,34.6
728,Keya Thaman,28,Female,Scooter,25-01-2024,Bhopal,4.2,1210,45.9
729,Kala Bose,24,Male,Scooter,08/25/2024,Visakhapatnam,4.0,791,16.3
730,Dalaja Khurana,44,Male,Bicycle,2024.10.01,Lucknow,4.1,322,25.4
731,Nandini Basu,20,Female,Bicycle,2024.08.31,Kochi,4.2,249,27.0
732,Zinal Rai,30,Male,Bicycle,31 Oct 2023,Bhopal,4.1,482,26.8
733,Manthan Ratta,23,Female,Scooter,28 May 2024,Bengaluru,3.6,315,35.1
734,Zarna Rajan,30,Female,Bike,22/05/2022,Kochi,3.9,599,41.9
735,Brinda Bahl,18,Male,Bike,2024-04-24,Patna,3.6,709,37.0
736,Ryan Nanda,37,Male,Bike,31/07/2023,bengaluru,,921,38.4
737,Anusha Pant,20,Male,Bicycle,2023.02.02,Bengaluru,3.2,689,18.4
738,chavvi tata,23,Female,Bicycle,04/29/2022,Nashik,4.5,482,33.3
739,Dipta Badami,24,Male,Bike,06/04/2024,Surat,3.7,511,40.9
740,Samesh Butala,33,Female,Scooter,22-11-2022,Lucknow,,80,31.4
741,Yasti Dhingra,37,Female,Bike,02 Aug 2022,Visakhapatnam,3.9,308,39.2
742,Pranav Gandhi,27,Male,Bike,2023-03-16,Mumbai,4.8,397,17.2
743,Aryan Bhalla,28,Male,Bike,01 Feb 2022,Delhi,3.9,263,27.4
744,Zansi Raval,33,Male,Bike,27/06/2021,Ludhiana,4.5,282,41.9
745,Gautami Chaudhary,18,Male,Bicycle,02 Aug 2024,Chennai,4.6,862,21.5
746,Widisha Tandon,25,Male,Bicycle,2023.05.24,Raipur,4.2,135,21.0
747,Manya Magar,21,Male,Bike,26/09/2022,Ludhiana,4.1,436,21.6
748,Madhavi Loyal,24,Female,Car,16-09-2023,Kolkata,4.6,185,23.2
749,Anya Devan,34,Female,Bicycle,21-10-2023,Ahmedabad,4.1,280,28.6
750,Jeet Mall,20,Female,Scooter,2022-07-24,Bhubaneswar,3.5,599,31.7
751,Bhavna Sidhu,26,Male,Bike,19/05/2023,Surat,4.0,1481,21.1
752,Veer Swaminathan,26,Male,Bike,2025.01.10,Coimbatore,4.4,445,43.0
753,Utkarsh Sunder,19,Male,Bicycle,25 Oct 2021,Lucknow,4.3,1320,44.4
754,Bishakha Tandon,22,Female,Bike,2024-11-23,HYDERABAD,4.0,658,35.9
755,Kashvi Devi,25,Female,Bike,2021.07.05,Raipur,3.9,441,53.4
756,Yasti Grewal,18,Male,Bike,2022-01-10,Bengaluru,4.1,875,46.9
757,Balveer Bhatti,20,Male,Car,2022-03-26,Patna,4.5,387,33.9
758,Peter Suresh,32,Male,Bike,03/27/2024,Nagpur,3.5,495,24.8
759,Riya Sharma,33,Female,Bike,30-05-2023,Lucknow,4.1,540,18.1
760,Nirja Sahota,24,Female,Bike,2022.03.16,Delhi,,446,31.2
761,Ishwar Kumer,28,Male,Car,15 Nov 2024,Bhopal,4.3,621,32.2
762,Viraj Pal,30,Female,Bicycle,2021-06-21,Delhi,5.0,951,31.0
763,Ronith Chaudry,19,Female,Bike,04-07-2024,Kochi,4.1,471,32.8
764,Jacob Dave,18,Female,Scooter,2024.02.23,Vadodara,4.3,206,32.8
765,YASHICA MAND,26,Female,Bike,04/06/2023,Mumbai,4.1,109,19.1
766,Nikita Mani,33,Female,Scooter,03-03-2024, Pune  ,4.7,359,50.7
767,Chanakya Kashyap,32,Male,Bike,11-06-2024,Surat,4.2,977,27.8
768,Varenya Ram,20,Female,Car,10 Apr 2024,Delhi,4.1,413,23.8
769,Jai Naidu,31,Female,Scooter,16/10/2024,Patna,4.0,754,27.2
770,Zashil Upadhyay,34,Female,Bike,2021-10-25,Delhi,4.4,281,23.2
771,Watika Trivedi,24,Female,Bike,2024.07.21,Bhubaneswar,3.9,318,36.0
772,Ranbir Chana,34,Female,Bike,2022-05-07,Delhi,4.1,707,32.5
773,sanya walia,23,Male,Bike,01/06/2024,Bhopal,3.8,480,21.5
774,Jeevika Borah,23,Female,Bike,22 Nov 2024,Ahmedabad,3.9,642,34.7
775,Ekalinga Chana,19,Female,Bike,26 Jul 2023,Mumbai,4.9,992,36.9
776,Eta Bir,29,Female,Bike,2022.07.02,Bengaluru,,749,19.3
777,Upadhriti Mitra,22,Male,Bike,06 Jun 2021, Nashik  ,4.5,260,36.1
778,Lohit Rajan,20,Male,Scooter,09/19/2023,Indore,3.9,799,12.7
779,Wridesh Ramesh,34,Male,Bike,2023-02-22,Guwahati,4.5,468,37.9
780,Aryan Prabhu,24,Female,Scooter,17-02-2025,Mumbai,4.4,135,32.3
781,Riya Bose,21,Male,Bicycle,28/01/2025,Nagpur,3.9,583,47.3
782,MATTHEW CHAUDHARY,32,Female,Scooter,05/18/2022,Ludhiana,4.1,433,43.1
783,Unnati Ram,26,Female,Bicycle,17 Oct 2023,Jaipur,4.8,977,36.3
784,Samarth Balakrishnan,36,Male,Bike,2024.01.24,Kochi,3.8,271,18.9
785,Udant Kapadia,31,Male,Scooter,15-06-2023,Chennai,4.8,183,19.5
786,Anamika Venkataraman,19,Female,Bike,04/02/2023,Pune,4.5,1063,40.8
787,KEVIN PANDEY,22,Male,Bike,25-02-2022,Delhi,3.8,694,18.7
788,Aarush Shanker,38,Male,Bicycle,2022-10-28,Jaipur,4.0,497,31.0
789,Januja Sachdev,37,Female,Scooter,2023-03-26,Mumbai,4.0,453,31.6
790,Ojas Subramanian,30,Female,Bike,14-02-2025,Visakhapatnam,4.5,430,23.1
791,Balvan Vora,28,Male,Scooter,04 Mar 2025,Ahmedabad,4.7,385,28.8
792, Jalsa Raju  ,18,Male,Bike,20 Nov 2022,Kolkata,4.6,296,28.8
793,Triya Chatterjee,22,Male,Bike,2023.06.16,Patna,4.0,581,30.1
794,Forum Sankaran,33,Female,Car,02-01-2023,Patna,4.4,443,53.0
795,Riya Aurora,36,Male,Bicycle,02/13/2023,Mumbai,4.6,207,12.7
796,Aishani Misra,32,Male,Bike,2023.03.05,Mumbai,3.6,395,31.3
797,Siddharth Sodhi,19,Female,Bicycle,2022.12.31,Bengaluru,4.2,362,32.2
798,Adweta Dave,26,Female,Bike,23-09-2024,Pune,4.3,820,36.8
799,Indali Malhotra,34,Male,Scooter,2024.03.01,Guwahati,4.3,666,45.6
800,Raghav Barad,23,Female,Scooter,20/08/2023,Bhopal,3.9,682,24.5
801,Mugdha Gade,22,Female,Scooter,09 Jul 2022,Mumbai,3.2,394,36.1
802,Karan Morar,18,Female,Bike,15 Dec 2023,Coimbatore,4.6,622,26.7
803,Lohit Pandya,32,Male,Bike,11-10-2023,Ludhiana,4.2,485,24.7
804,Quincy Kant,39,Male,Bicycle,24 Apr 2023,Ahmedabad,4.8,272,37.4
805,Jhalak Chaudhry,32,Male,Bike,13 Aug 2021,Bhopal,3.8,314,-37.8
806,Anika Sangha,38,Female,Bicycle,11/18/2022,Vadodara,3.9,479,31.8
807,Udant Bora,25,Female,Bike,11/15/2021,Bhubaneswar,4.4,649,31.7
808,Vidhi Brar,18,Male,Bike,2024-02-07,Visakhapatnam,4.5,854,55.5
809,Charan Chakraborty,18,Female,Bike,06 Jan 2025,Ludhiana,4.6,389,28.2
810,Oviya Rama,33,Male,Scooter,2024-02-09,Lucknow,4.4,669,18.2
811,Damyanti Kashyap,18,Female,Bike,21 Apr 2022,Nashik,4.4,638,20.7
812,Abhimanyu Warrior,31,Female,Bike,2023.05.06,Nagpur,4.2,963,44.9
813,Bakhshi Saha,28,Male,Car,2025-03-23,Visakhapatnam,4.2,677,27.3
814,Warhi Jha,18,Male,Scooter,17-07-2022,Guwahati,4.8,473,26.8
815,Ethan Sahota,30,Male,Bicycle,20/12/2024,Vadodara,3.1,378,48.3
816,Yuvraj Pradhan,27,Female,Scooter,29/05/2024,Ludhiana,3.9,658,38.8
817,Adweta Vig,18,Male,Bike,10/19/2023,Indore,4.2,661,27.7
818,Chatura Char,26,Female,Bike,08-07-2024,Pune,4.4,1160,31.8
819,Anirudh Edwin,47,Male,Car,2023-02-18,Chandigarh,4.4,1019,32.7
820,Vedika Boase,35,Female,Bike,02/01/2023,Surat,4.7,810,32.5
821,Odika Mammen,27,Female,Bike,2024.08.11,Nashik,3.9,1049,35.7
822,Arjun Chacko,21,Male,Scooter,15/05/2024,Bhubaneswar,5.0,276,-41.2
823,Naksh Sharaf,33,Male,Bike,29 Mar 2023,Patna,3.8,1047,33.8
824,Hitesh Bhattacharyya,28,Male,Bike,01/02/2025,Kochi,4.2,508,29.2
825,Xavier Pathak,36,Male,Scooter,2022.11.10,Kolkata,4.0,767,34.1
826,Jackson Bansal,23,Male,Bike,2024.01.14,Madras,3.7,591,16.0
827,Faqid Joshi,31,Male,Bike,08-02-2022,Surat,4.1,366,42.3
828,Aarav Cheema,30,Male,Scooter,2021.06.29,Kolkata,4.3,517,40.7
829,Zilmil Varma,30,Male,Bicycle,29/12/2022,Nagpur,3.9,671,42.0
830,Ria Rama,26,Male,Bike,08 Mar 2022,Visakhapatnam,4.1,285,31.4
831,Falguni Sahni,29,Female,Bicycle,12 Jul 2024,Lucknow,4.3,348,27.9
832,Osha Munshi,36,Male,Bike,2025.03.13,Kochi,3.7,543,24.5
833,Yadavi Dhingra,33,Female,Scooter,2023.02.25,Nashik,4.8,791,31.3
834,Wridesh Shukla,28,Female,Bike,18-06-2022,Bhopal,4.1,773,31.8
835,Widisha Radhakrishnan,33,Female,Bike,06/07/2022,Kochi,3.7,769,43.0
836,Harsh Shetty,32,Male,Bike,21-06-2023,Jaipur,3.9,679,32.8
837,Janaki Chahal,22,Male,Bike,02/27/2024,Visakhapatnam,4.1,674,33.1
838,Shravya Roy,34,Male,Bike,2024.09.01,Mumbai,4.5,651,36.3
839,Vinaya Nagar,28,Female,Bike,04/18/2024,Chennai,4.2,135,45.1
840,Kashvi Sekhon,23,Male,Bike,2022-04-15,Lucknow,4.1,676,20.5
841,Arjun Kaul,30,Male,Bike,2024.08.13,Visakhapatnam,3.8,695,25.2
842,Jagrati Naidu,30,Male,Scooter,22/05/2022,Raipur,4.5,281,37.5
843,Robert Chawla,26,Female,Bicycle,01 Aug 2024,Guwahati,4.6,1205,40.3
844,Lakshit Mammen,36,Male,Bike,13-08-2024,Raipur,3.8,332,44.8
845,Vamakshi Sahni,18,Female,Bike,01/17/2025,Mumbai,3.6,394,32.5
846,Janaki Ghosh,30,Male,Bike,14-03-2023,Ludhiana,3.4,642,30.6
847,Jackson Pathak,27,Male,Bike,2022-05-15,Bhubaneswar,4.3,966,35.5
848,Vedhika Mishra,18,Male,Bicycle,19 Nov 2022,Bhubaneswar,,1075,31.5
849,Yashawini Memon,26,Female,Scooter,2022-07-20,Indore,4.1,459,28.1
850,Parth Ahluwalia,37,Male,Scooter,2021.12.12,Pune,4.3,887,34.8
851,Zaid Ravel,27,Female,Bicycle,04 Nov 2021,Coimbatore,4.0,882,41.4
852,Girish Khatri,26,Male,Bicycle,2021-09-01,LUCKNOW,4.3,255,38.9
853,Ayush Arora,25,Female,Scooter,17/11/2024,Coimbatore,4.2,321,25.0
854,Eiravati Goswami,27,Male,Bike,14 Jan 2025,Bengaluru,4.1,417,27.0
855,Urvi Hans,27,Male,Bike,15/09/2024,Ahmedabad,4.3,599,29.8
856,Ishwar Pillai,25,Female,Bike,11/27/2021,Bhubaneswar,3.5,609,31.4
857,Girish Ganesh,33,Female,Bike,18/06/2024,Coimbatore,3.7,458,53.1
858,Xiti Murty,40,Female,Bike,2022.06.27,Chandigarh,4.0,569,47.5
859,Anvi Lala,25,Female,Bicycle,2022-10-26,Surat,3.7,695,36.5
860,Maanas Tak,27,Female,Scooter,23 Nov 2022,Lucknow,4.1,290,26.7
861,Warhi Khare,23,Male,Bike,2024-05-25,Lucknow,3.5,703,46.9
862,Rajata Suresh,34,Female,Scooter,2022.08.15,Bhubaneswar,4.1,409,37.6
863,Bishakha Dara,18,Male,Bike,30/07/2022,Bengaluru,4.6,438,33.4
864,Finn Sood,27,Female,Bike,2023-05-18,Ludhiana,4.2,588,40.2
865,Abeer Varma,24,Female,Bike,10 Jun 2021,delhi,4.0,835,36.9
866,Vivaan Dua,28,Male,Scooter,01-06-2023,Jaipur,4.8,635,48.3
867,Wishi Varty,29,Male,Bike,09/25/2022,Ahmedabad,3.9,677,14.5
868,Daksha Karpe,39,Male,Bike,12-09-2022,Vadodara,4.4,350,12.5
869,Oeshi Dyal,27,Male,Scooter,06 Sep 2024,Kolkata,3.7,505,39.1
870,Kai Sankaran,26,Female,Scooter,04/14/2023,Bengaluru,4.7,843,34.7
871,Jhalak Arora,30,Male,Bike,04 Aug 2022,Bengaluru,4.6,498,44.0
872,Oliver Srinivasan,39,Male,Scooter,16-08-2021,Lucknow,4.4,451,20.4
873,Aarav Rai,31,Male,Bike,26/07/2021,Kochi,4.4,1048,33.7
874,Chatura Lall,30,Female,Bike,25/05/2023,Ludhiana,4.3,447,36.3
875,Jeremiah Bobal,26,Male,Car,01/08/2021,Lucknow,3.8,946,26.2
876,Qarin Majumdar,32,Female,Bike,2023-01-01,Surat,3.0,574,41.6
877,Warjas Chacko,26,Female,Scooter,2022.10.13,Raipur,4.7,710,34.1
878,Tristan Acharya,33,Male,Scooter,2022.08.20,Lucknow,4.1,342,31.6
879,Aryan Devan,32,Female,Scooter,06/23/2022,Lucknow,4.1,754,23.5
880,Leena Rastogi,42,Female,Bike,22 Nov 2024,Guwahati,4.3,1139,34.2
881,Nachiket Trivedi,23,Male,Bike,15 Jan 2024,Ludhiana,4.7,313,34.5
882,Omya Narang,18,Female,Bike,2021.06.27,Bhubaneswar,4.4,475,26.7
883,Qadim Ahuja,20,Female,Bike,12-10-2022,Surat,4.4,156,47.6
884,Qarin Kara,27,Female,Car,2023-10-08,Coimbatore,3.6,301,43.7
885,Quincy Pathak,26,Male,Bike,2022-03-05,Raipur,3.7,667,20.2
886,Arjun Bhalla,22,Male,Scooter,23 May 2022,Ahmedabad,3.8,519,35.7
887,Eesha Thakkar,40,Male,Bike,30/10/2023,Kochi,4.9,963,32.7
888,Gayathri Bava,39,Female,Bike,08/22/2024,Guwahati,4.1,287,27.3
889,Zarna Narasimhan,34,Male,Bike,2022.08.06,Nashik,3.7,395,27.7
890,Yasti Saini,27,Female,Bike,12 Sep 2021,Raipur,4.3,890,18.3
891,Hardik Mishra,18,Male,Scooter,2024.04.01,CHENNAI,4.3,565,40.3
892,Vihaan Gola,21,Male,Bike,25 Oct 2023,Vadodara,4.2,775,12.7
893,Adya Arora,22,Male,Bike,2024-04-10,Nashik,4.1,871,31.0
894,Mohammed Bhavsar,26,Male,Car,2024-01-01,Kochi,4.0,356,25.1
895,Ranbir Vora,29,Female,Bike,03/25/2022,Ahmedabad,4.7,316,40.9
896,Mason Gade,26,Female,Bicycle,2021-09-16,Jaipur,3.7,477,26.8
897,Girik Vaidya,20,Male,Bike,06/27/2021,Nagpur,4.8,1439,56.0
898,Mitesh Rajagopal,22,Male,Scooter,09/29/2023,bhubaneswar,4.1,731,35.3
899,Aadhya Ghose,38,Male,Scooter,09/26/2024,Ludhiana,4.2,720,18.3
900,Nakul Loyal,20,Male,Bike,04-09-2022,Nashik,4.6,828,44.3
901,Aarnav Chatterjee,27,Female,Scooter,2021.12.13,Guwahati,3.6,346,36.4
902,Abdul Kala,19,Female,Bike,16-09-2022,Kochi,4.1,845,19.1
903,Ati Manne,27,Male,Bike,29/08/2021,Vadodara,4.1,839,29.1
904,Balveer Bose,21,Male,Scooter,2022.02.03,Visakhapatnam,4.0,540,46.1
905,Brinda Dhingra,36,Male,Bike,2023.09.12,Jaipur,4.4,445,48.4
906,Rajeshri Batta,33,Female,Bike,2021.07.21,Coimbatore,4.3,134,24.7
907,Vinaya Pant,30,Male,Bike,21/08/2021,Surat,4.1,135,37.6
908,Oliver Ghose,18,Male,Bike,01/02/2024,Bengaluru,4.4,511,33.0
909,Dominic Reddy,34,Female,Bike,2021.12.19,Delhi,4.2,156,28.4
910,Zarna Setty,24,Female,Bike,08/25/2021,Nagpur,4.4,558,20.7
911,Pavani Devi,33,Male,Scooter,2024-03-29,Nashik,3.6,447,31.5
912,Bishakha Kaur,33,Male,Car,01 Jan 2024,Bhopal,,772,17.4
913,Lucky Patla,32,Female,Scooter,08/14/2024,Visakhapatnam,4.3,1199,44.9
914,Banjeet Gade,28,Male,Car,2021.11.02,Patna,4.9,1034,41.1
915, Bina Yohannan  ,31,Male,Bike,10 Nov 2021,Bengaluru,4.1,769,20.4
916,GUNEET WALIA,30,Female,Scooter,06-02-2025,Bhopal,4.7,1200,32.3
917,Chaaya Kara,21,Male,Scooter,01 Aug 2021,Ludhiana,3.6,382,42.1
918,Janani Srinivasan,32,Male,Bike,2022-08-17,Delhi,5.0,252,37.2
919,Neel Nayak,27,Female,Bike,2024-05-15,Nagpur,3.4,256,33.2
920,Bhanumati Bhargava,28,Female,Scooter,2022-03-17,Kochi,4.2,744,31.6
921,Abhimanyu Talwar,35,Female,Bike,24-12-2021, Mumbai ,4.2,297,37.5
922,Jalsa Sehgal,23,Male,Scooter,09/10/2022,Ludhiana,4.4,278,-21.1
923,Max Contractor,28,Female,Scooter,03/03/2025,Patna,4.7,1043,27.0
924,Maanas Iyer,22,Male,Car,29 Oct 2024,Nagpur,5.0,231,32.3
925,Yadavi Contractor,23,Male,Bike,2021.06.11,Kolkata,4.9,410,30.5
926,BISHAKHA GANDHI,31,Female,Bike,2024.11.04,Nashik,4.0,769,16.8
927,Warda Sheth,37,Female,Bike,2024-02-01,HYDERABAD,4.8,471,44.9
928,Aarna Bhardwaj,25,Female,Car,12/09/2023,Bhubaneswar,4.2,423,34.4
929,Waida Goswami,33,Male,Scooter,23/12/2023,Chennai,4.0,707,35.3
930,Radha Yogi,21,Female,Bike,03/23/2024,Nagpur,4.3,966,31.9
931,Xavier Rajagopal,21,Female,Bike,16/10/2022,Raipur,4.3,648,22.1
932,Prisha Misra,33,Female,Car,14/02/2024,Pune,3.7,371,39.4
933,Bahadurjit Mitter,29,Male,Scooter,2024.06.10,Guwahati,3.4,418,29.4
934,Yashvi Venkatesh,20,Female,Bike,22/11/2023,Lucknow,4.1,375,29.3
935,Rishi Magar,23,Female,Bicycle,11/02/2021,Coimbatore,4.2,549,35.8
936,Laban Chaudhari,31,Female,Car,2022.06.25,Bhubaneswar,3.6,955,31.4
937,Frado Palla,26,Female,Bike,2024.03.03,Nagpur,3.6,232,24.9
938,Vidhi Sura,33,Male,Bike,2022-08-07,Ludhiana,4.3,1040,17.4
939,Harsh Brar,26,Female,Bike,09/11/2021,MUMBAI,4.0,475,30.2
940,Saumya Wadhwa,18,Male,Bike,13 Sep 2023,Visakhapatnam,3.9,981,31.7
941,Hitesh Mohanty,22,Female,Bike,13/08/2024,Bombay,4.6,531,29.1
942,Arin Mane,18,Male,Bike,2022-09-30,Lucknow,3.9,558,42.4
943,Imaran Kant,20,Female,Bike,03/08/2022,Chennai,3.8,334,43.2
944,Damyanti Sagar,31,Female,Scooter,2023-05-11,Hyderabad,4.8,1488,34.9
945,Faraj Balasubramanian,20,Male,Bike,2024-08-14,Nashik,4.6,1121,15.7
946,Utkarsh Kumar,24,Female,Scooter,2023-04-17,Surat,4.0,577,40.6
947,Amruta Cherian,25,Female,Bike,2024-08-06,Patna,4.2,894,46.5
